,PositiveDistances,NegativeDistances
0,1.5299999713897705,5.769999980926514
1,1.7400000095367432,2.880000114440918
2,2.609999895095825,4.730000019073486
3,3.0399999618530273,5.550000190734863
4,3.25,7.159999847412109
5,2.490000009536743,3.9700000286102295
6,3.9800000190734863,5.900000095367432
7,2.890000104904175,7.940000057220459
8,4.570000171661377,6.010000228881836
9,1.9700000286102295,5.139999866485596
10,4.019999980926514,8.529999732971191
11,1.5800000429153442,5.21999979019165
12,3.9700000286102295,6.03000020980835
13,1.8700000047683716,1.940000057220459
14,4.210000038146973,7.079999923706055
15,2.5799999237060547,4.480000019073486
16,3.880000114440918,11.3100004196167
17,2.9700000286102295,7.289999961853027
18,4.119999885559082,6.400000095367432
19,2.6500000953674316,4.570000171661377
20,2.9000000953674316,6.75
21,1.6299999952316284,5.739999771118164
22,2.549999952316284,4.960000038146973
23,1.7699999809265137,3.6600000858306885
24,2.809999942779541,6.519999980926514
25,3.9100000858306885,8.930000305175781
26,2.5299999713897705,5.960000038146973
27,2.990000009536743,4.110000133514404
28,3.049999952316284,6.590000152587891
29,2.190000057220459,5.96999979019165
30,3.2899999618530273,6.46999979019165
31,2.490000009536743,5.5
32,1.7100000381469727,2.359999895095825
33,1.6699999570846558,3.990000009536743
34,1.3899999856948853,2.7699999809265137
35,1.649999976158142,3.9000000953674316
36,1.340000033378601,2.4600000381469727
37,2.869999885559082,7.579999923706055
38,0.949999988079071,2.8499999046325684
39,1.2899999618530273,2.390000104904175
40,2.2300000190734863,5.789999961853027
41,3.6700000762939453,5.170000076293945
42,1.6399999856948853,4.429999828338623
43,2.190000057220459,3.7899999618530273
44,1.9500000476837158,3.4600000381469727
45,2.3399999141693115,2.7200000286102295
46,1.2100000381469727,5.360000133514404
47,2.259999990463257,3.5299999713897705
48,4.860000133514404,6.920000076293945
49,5.170000076293945,8.010000228881836
50,3.1600000858306885,5.869999885559082
51,1.1799999475479126,2.950000047683716
52,1.840000033378601,3.759999990463257
53,2.940000057220459,8.020000457763672
54,4.400000095367432,10.25
55,4.210000038146973,6.800000190734863
56,3.0799999237060547,7.039999961853027
57,2.640000104904175,4.559999942779541
58,3.950000047683716,7.849999904632568
59,3.799999952316284,9.479999542236328
60,3.9000000953674316,6.769999980926514
61,3.4000000953674316,6.010000228881836
62,0.9599999785423279,1.5800000429153442
63,4.0,6.440000057220459
64,1.4900000095367432,2.880000114440918
65,1.7699999809265137,6.710000038146973
66,2.950000047683716,6.130000114440918
67,1.159999966621399,1.8899999856948853
68,3.890000104904175,6.039999961853027
69,1.6200000047683716,1.909999966621399
70,1.1699999570846558,1.840000033378601
71,1.0299999713897705,1.9199999570846558
72,4.420000076293945,6.869999885559082
73,3.0999999046325684,6.300000190734863
74,2.5799999237060547,3.9000000953674316
75,2.990000009536743,5.710000038146973
76,1.809999942779541,4.550000190734863
77,2.75,5.090000152587891
78,1.4199999570846558,1.6699999570846558
79,1.590000033378601,2.609999895095825
80,2.440000057220459,6.480000019073486
81,1.3799999952316284,2.119999885559082
82,1.8799999952316284,5.789999961853027
83,1.4500000476837158,2.940000057220459
84,3.2300000190734863,7.159999847412109
85,4.309999942779541,8.520000457763672
86,0.9700000286102295,1.9199999570846558
87,2.940000057220459,6.670000076293945
88,3.0199999809265137,5.789999961853027
89,3.0,6.340000152587891
90,2.9200000762939453,4.96999979019165
91,3.3499999046325684,5.300000190734863
92,2.130000114440918,4.510000228881836
93,2.7699999809265137,4.96999979019165
94,1.8200000524520874,4.070000171661377
95,3.609999895095825,7.329999923706055
96,2.2699999809265137,5.110000133514404
97,3.5399999618530273,7.980000019073486
98,2.759999990463257,5.519999980926514
99,2.0,3.369999885559082
100,2.809999942779541,4.889999866485596
101,3.450000047683716,7.519999980926514
102,1.4500000476837158,2.559999942779541
103,1.5399999618530273,5.179999828338623
104,2.869999885559082,5.590000152587891
105,1.809999942779541,4.849999904632568
106,3.890000104904175,5.679999828338623
107,2.2799999713897705,4.480000019073486
108,2.049999952316284,3.299999952316284
109,4.340000152587891,6.110000133514404
110,3.509999990463257,8.210000038146973
111,2.6700000762939453,7.940000057220459
112,1.2899999618530273,5.690000057220459
113,5.210000038146973,8.229999542236328
114,2.240000009536743,3.9200000762939453
115,4.869999885559082,8.220000267028809
116,1.190000057220459,1.8300000429153442
117,2.4800000190734863,6.449999809265137
118,2.0199999809265137,2.799999952316284
119,3.5299999713897705,5.809999942779541
120,1.2300000190734863,5.309999942779541
121,3.9700000286102295,6.179999828338623
122,4.099999904632568,10.109999656677246
123,2.609999895095825,6.289999961853027
124,4.300000190734863,7.139999866485596
125,3.3499999046325684,6.650000095367432
126,2.799999952316284,7.559999942779541
127,1.8300000429153442,5.559999942779541
128,3.299999952316284,6.989999771118164
129,0.8999999761581421,3.4800000190734863
130,3.819999933242798,5.340000152587891
131,2.1500000953674316,5.980000019073486
132,2.8499999046325684,5.099999904632568
133,2.2699999809265137,4.940000057220459
134,2.2899999618530273,7.619999885559082
135,2.819999933242798,4.949999809265137
136,2.5,8.699999809265137
137,2.880000114440918,6.679999828338623
138,1.3600000143051147,3.380000114440918
139,3.75,5.619999885559082
140,0.9399999976158142,2.1600000858306885
141,2.5199999809265137,4.809999942779541
142,3.369999885559082,9.5600004196167
143,3.859999895095825,8.3100004196167
144,1.340000033378601,3.380000114440918
145,1.9900000095367432,4.989999771118164
146,2.390000104904175,3.6700000762939453
147,5.710000038146973,8.0
148,3.3299999237060547,7.239999771118164
149,2.25,4.019999980926514
150,4.289999961853027,8.359999656677246
151,2.75,5.599999904632568
152,0.8399999737739563,1.7599999904632568
153,2.690000057220459,4.119999885559082
154,2.0999999046325684,6.309999942779541
155,1.8300000429153442,4.369999885559082
156,1.5299999713897705,2.3399999141693115
157,2.7799999713897705,5.760000228881836
158,0.8600000143051147,1.7799999713897705
159,4.170000076293945,7.710000038146973
160,1.8700000047683716,3.359999895095825
161,3.880000114440918,6.940000057220459
162,4.119999885559082,6.21999979019165
163,2.869999885559082,7.159999847412109
164,4.360000133514404,6.260000228881836
165,1.309999942779541,2.5
166,2.2300000190734863,2.369999885559082
167,1.0800000429153442,6.179999828338623
168,2.25,4.349999904632568
169,3.059999942779541,6.230000019073486
170,1.059999942779541,2.4000000953674316
171,4.489999771118164,5.940000057220459
172,3.799999952316284,7.730000019073486
173,1.600000023841858,4.510000228881836
174,2.4000000953674316,4.75
175,3.490000009536743,8.729999542236328
176,2.5299999713897705,6.539999961853027
177,2.740000009536743,7.849999904632568
178,1.4600000381469727,3.6600000858306885
179,1.2799999713897705,3.8499999046325684
180,2.8299999237060547,7.360000133514404
181,4.510000228881836,7.849999904632568
182,3.200000047683716,12.670000076293945
183,3.559999942779541,8.670000076293945
184,4.170000076293945,5.989999771118164
185,1.7799999713897705,3.0799999237060547
186,3.180000066757202,8.890000343322754
187,4.039999961853027,7.789999961853027
188,3.3299999237060547,7.380000114440918
189,1.690000057220459,4.179999828338623
190,4.139999866485596,7.039999961853027
191,1.7899999618530273,6.989999771118164
192,2.3299999237060547,3.4200000762939453
193,1.9500000476837158,5.389999866485596
194,1.8899999856948853,3.450000047683716
195,1.6100000143051147,2.119999885559082
196,3.5999999046325684,6.590000152587891
197,2.5999999046325684,7.099999904632568
198,2.430000066757202,6.880000114440918
199,2.809999942779541,8.970000267028809
200,0.8999999761581421,1.899999976158142
201,2.950000047683716,4.650000095367432
202,2.0399999618530273,4.139999866485596
203,1.600000023841858,5.679999828338623
204,3.1700000762939453,5.440000057220459
205,3.450000047683716,6.53000020980835
206,3.190000057220459,4.130000114440918
207,2.7300000190734863,5.820000171661377
208,3.369999885559082,5.840000152587891
209,3.4700000286102295,6.5
210,1.9199999570846558,2.880000114440918
211,2.009999990463257,4.880000114440918
212,2.180000066757202,7.119999885559082
213,2.6500000953674316,7.619999885559082
214,3.609999895095825,6.019999980926514
215,3.5299999713897705,5.820000171661377
216,2.049999952316284,5.170000076293945
217,4.46999979019165,7.150000095367432
218,2.890000104904175,7.46999979019165
219,2.109999895095825,7.880000114440918
220,1.7200000286102295,3.200000047683716
221,2.5899999141693115,6.940000057220459
222,3.930000066757202,7.199999809265137
223,2.5799999237060547,4.170000076293945
224,2.069999933242798,5.840000152587891
225,2.0399999618530273,4.070000171661377
226,5.0,9.489999771118164
227,2.25,3.759999990463257
228,1.1699999570846558,2.5
229,2.190000057220459,5.010000228881836
230,2.0,5.550000190734863
231,5.21999979019165,9.020000457763672
232,2.5399999618530273,3.619999885559082
233,3.7100000381469727,6.840000152587891
234,2.4200000762939453,7.78000020980835
235,3.5799999237060547,5.480000019073486
236,1.3700000047683716,3.130000114440918
237,1.590000033378601,3.2200000286102295
238,1.8300000429153442,4.840000152587891
239,1.8600000143051147,4.800000190734863
240,1.8200000524520874,2.490000009536743
241,3.7100000381469727,9.380000114440918
242,3.3499999046325684,5.840000152587891
243,2.4200000762939453,7.159999847412109
244,2.5799999237060547,7.920000076293945
245,1.2999999523162842,2.319999933242798
246,2.8399999141693115,7.320000171661377
247,3.5,7.25
248,2.9700000286102295,7.239999771118164
249,2.1600000858306885,2.6700000762939453
250,2.990000009536743,5.849999904632568
251,2.7100000381469727,6.820000171661377
252,2.7200000286102295,7.869999885559082
253,2.9700000286102295,7.28000020980835
254,4.010000228881836,9.6899995803833
255,4.300000190734863,6.409999847412109
256,1.159999966621399,1.7100000381469727
257,2.1700000762939453,4.920000076293945
258,1.6799999475479126,3.1600000858306885
259,2.990000009536743,9.859999656677246
260,2.819999933242798,8.550000190734863
261,1.9299999475479126,6.690000057220459
262,2.0399999618530273,4.820000171661377
263,2.130000114440918,3.109999895095825
264,2.5999999046325684,5.619999885559082
265,3.2699999809265137,5.710000038146973
266,2.009999990463257,2.880000114440918
267,1.600000023841858,5.960000038146973
268,1.690000057220459,2.5199999809265137
269,1.5,4.820000171661377
270,1.159999966621399,1.9299999475479126
271,1.2899999618530273,2.7100000381469727
272,3.680000066757202,6.099999904632568
273,1.9900000095367432,5.630000114440918
274,1.5099999904632568,3.180000066757202
