,PositiveDistances,NegativeDistances
0,30.260000228881836,34.630001068115234
1,20.610000610351562,34.41999816894531
2,34.63999938964844,39.029998779296875
3,38.84000015258789,47.08000183105469
4,27.950000762939453,40.209999084472656
5,26.520000457763672,42.790000915527344
6,43.29999923706055,53.47999954223633
7,22.399999618530273,26.1299991607666
8,34.400001525878906,37.88999938964844
9,24.700000762939453,37.189998626708984
10,18.56999969482422,44.15999984741211
11,25.209999084472656,39.15999984741211
12,38.77000045776367,30.40999984741211
13,25.31999969482422,36.97999954223633
14,25.690000534057617,41.93000030517578
15,28.110000610351562,52.779998779296875
16,23.200000762939453,47.61000061035156
17,18.219999313354492,25.84000015258789
18,13.079999923706055,31.90999984741211
19,39.650001525878906,29.0
20,19.719999313354492,35.16999816894531
21,29.149999618530273,31.059999465942383
22,26.65999984741211,27.690000534057617
23,29.31999969482422,29.780000686645508
24,31.0,37.65999984741211
25,30.760000228881836,44.849998474121094
26,31.68000030517578,40.70000076293945
27,21.850000381469727,32.709999084472656
28,25.290000915527344,46.0
29,22.760000228881836,37.56999969482422
30,29.670000076293945,41.45000076293945
31,13.84000015258789,38.779998779296875
32,29.059999465942383,51.40999984741211
33,23.520000457763672,39.970001220703125
34,30.690000534057617,37.650001525878906
35,12.449999809265137,19.350000381469727
36,28.59000015258789,37.650001525878906
37,25.399999618530273,31.59000015258789
38,27.100000381469727,39.599998474121094
39,36.939998626708984,30.5
40,32.380001068115234,39.709999084472656
41,56.709999084472656,52.400001525878906
42,38.459999084472656,43.09000015258789
43,28.59000015258789,40.06999969482422
44,24.139999389648438,29.729999542236328
45,23.90999984741211,40.560001373291016
46,20.15999984741211,34.08000183105469
47,29.43000030517578,26.200000762939453
48,31.239999771118164,38.20000076293945
49,29.700000762939453,46.650001525878906
50,20.299999237060547,39.040000915527344
51,29.010000228881836,37.36000061035156
52,39.22999954223633,43.43000030517578
53,22.209999084472656,37.88999938964844
54,29.209999084472656,36.22999954223633
55,38.56999969482422,33.880001068115234
56,22.329999923706055,52.209999084472656
57,23.950000762939453,32.41999816894531
58,29.15999984741211,42.58000183105469
59,15.489999771118164,41.09000015258789
60,33.459999084472656,46.04999923706055
61,16.399999618530273,47.40999984741211
62,36.97999954223633,50.279998779296875
63,29.209999084472656,38.18000030517578
64,28.440000534057617,28.920000076293945
65,25.459999084472656,33.849998474121094
66,20.530000686645508,53.18000030517578
67,24.65999984741211,39.790000915527344
68,26.020000457763672,41.310001373291016
69,26.280000686645508,37.02000045776367
70,22.75,44.45000076293945
71,18.1299991607666,35.13999938964844
72,28.8700008392334,35.58000183105469
73,26.200000762939453,46.4900016784668
74,17.3700008392334,27.40999984741211
75,24.530000686645508,35.310001373291016
76,26.06999969482422,40.04999923706055
77,20.31999969482422,43.529998779296875
78,22.950000762939453,35.439998626708984
79,27.219999313354492,29.030000686645508
80,26.43000030517578,46.150001525878906
81,21.360000610351562,34.630001068115234
82,30.31999969482422,41.099998474121094
83,31.5,39.45000076293945
84,30.219999313354492,46.15999984741211
85,20.979999542236328,42.040000915527344
86,36.4900016784668,37.709999084472656
87,26.84000015258789,41.29999923706055
88,32.29999923706055,47.43000030517578
89,16.81999969482422,44.20000076293945
90,30.139999389648438,39.7599983215332
91,47.08000183105469,41.0099983215332
92,24.290000915527344,36.20000076293945
93,26.690000534057617,44.779998779296875
94,23.520000457763672,41.34000015258789
95,20.489999771118164,38.720001220703125
96,21.200000762939453,39.720001220703125
97,27.969999313354492,48.0
98,18.950000762939453,43.5099983215332
99,24.969999313354492,34.83000183105469
100,25.520000457763672,23.940000534057617
101,42.2599983215332,65.9800033569336
102,22.229999542236328,27.3700008392334
103,25.780000686645508,31.229999542236328
104,31.0,35.209999084472656
105,28.969999313354492,34.7599983215332
106,40.7599983215332,33.27000045776367
107,22.200000762939453,37.81999969482422
108,25.729999542236328,31.829999923706055
109,26.700000762939453,38.220001220703125
110,18.770000457763672,33.13999938964844
111,23.639999389648438,37.27000045776367
112,23.389999389648438,26.93000030517578
113,25.559999465942383,48.459999084472656
114,20.780000686645508,34.720001220703125
115,32.220001220703125,40.79999923706055
116,23.290000915527344,43.29999923706055
117,21.450000762939453,39.150001525878906
118,27.219999313354492,28.440000534057617
119,27.389999389648438,42.45000076293945
120,18.540000915527344,35.459999084472656
121,42.189998626708984,42.779998779296875
122,19.270000457763672,39.72999954223633
123,25.920000076293945,34.709999084472656
124,30.68000030517578,37.29999923706055
125,40.70000076293945,47.31999969482422
126,15.5600004196167,34.709999084472656
127,28.479999542236328,37.630001068115234
128,27.290000915527344,46.95000076293945
129,38.68000030517578,37.470001220703125
130,24.65999984741211,31.0
131,14.260000228881836,38.5099983215332
132,18.969999313354492,47.189998626708984
133,45.040000915527344,36.2400016784668
134,18.559999465942383,52.310001373291016
135,39.439998626708984,50.58000183105469
136,31.8799991607666,47.83000183105469
137,21.860000610351562,53.77000045776367
138,33.290000915527344,38.88999938964844
139,22.739999771118164,41.0099983215332
140,32.70000076293945,46.9900016784668
141,43.400001525878906,34.130001068115234
142,35.619998931884766,41.099998474121094
143,35.470001220703125,44.20000076293945
144,36.130001068115234,28.3700008392334
145,29.979999542236328,38.58000183105469
146,30.299999237060547,32.47999954223633
147,28.100000381469727,43.72999954223633
148,25.3700008392334,35.5
149,24.75,43.79999923706055
150,30.940000534057617,25.389999389648438
151,29.06999969482422,22.399999618530273
152,33.720001220703125,35.38999938964844
153,26.190000534057617,35.45000076293945
154,21.93000030517578,29.309999465942383
155,20.6200008392334,37.900001525878906
156,31.739999771118164,47.09000015258789
157,33.150001525878906,49.11000061035156
158,18.780000686645508,39.18000030517578
159,39.939998626708984,49.0099983215332
160,22.579999923706055,28.950000762939453
161,21.510000228881836,36.83000183105469
162,19.43000030517578,20.329999923706055
163,20.809999465942383,33.720001220703125
164,31.520000457763672,32.56999969482422
165,22.889999389648438,45.45000076293945
166,25.1299991607666,25.34000015258789
167,14.970000267028809,52.22999954223633
168,34.65999984741211,33.86000061035156
169,26.020000457763672,45.02000045776367
170,32.220001220703125,47.439998626708984
171,16.530000686645508,46.810001373291016
172,27.959999084472656,28.149999618530273
173,24.68000030517578,38.0099983215332
174,22.270000457763672,30.450000762939453
175,20.780000686645508,40.310001373291016
176,15.130000114440918,25.020000457763672
177,22.690000534057617,48.650001525878906
178,28.31999969482422,41.31999969482422
179,30.3700008392334,32.65999984741211
180,28.170000076293945,26.690000534057617
181,29.8799991607666,37.88999938964844
182,20.299999237060547,51.31999969482422
183,37.279998779296875,54.04999923706055
184,22.600000381469727,35.349998474121094
185,26.540000915527344,33.810001373291016
186,21.690000534057617,45.08000183105469
187,35.84000015258789,36.290000915527344
188,41.70000076293945,47.27000045776367
189,39.97999954223633,42.20000076293945
190,30.1200008392334,36.66999816894531
191,27.56999969482422,38.97999954223633
192,26.200000762939453,26.639999389648438
193,27.440000534057617,34.27000045776367
194,32.63999938964844,44.220001220703125
195,19.770000457763672,50.25
196,26.670000076293945,45.209999084472656
197,14.960000038146973,38.81999969482422
198,24.6299991607666,27.739999771118164
